Distance,Depth,15/06/2015 16:35,15/06/2015 16:37,15/06/2015 16:39,15/06/2015 16:41,15/06/2015 16:43,15/06/2015 16:45,15/06/2015 16:47,15/06/2015 16:49,15/06/2015 16:52,15/06/2015 16:54,15/06/2015 16:56,15/06/2015 16:58,15/06/2015 17:00,15/06/2015 17:02,15/06/2015 17:04,15/06/2015 17:06,15/06/2015 17:08,15/06/2015 17:10,15/06/2015 17:12,15/06/2015 17:14,15/06/2015 17:16,15/06/2015 17:18,15/06/2015 17:20,15/06/2015 17:23,15/06/2015 17:25,15/06/2015 17:27,15/06/2015 17:29
97.189,0.873630573,11.345,11.366,11.351,11.337,11.397,11.191,11.242,11.372,11.249,11.311,11.356,11.34,11.358,11.455,11.328,11.416,11.47,11.514,11.497,11.338,11.388,11.531,11.456,11.548,11.549,11.456,11.335
97.443,0.877675159,11.37,11.227,11.282,11.397,11.406,11.212,11.295,11.319,11.371,11.327,11.352,11.303,11.301,11.401,11.308,11.363,11.48,11.366,11.482,11.43,11.403,11.53,11.397,11.502,11.373,11.409,11.424
97.697,0.881719745,11.313,11.275,11.242,11.278,11.434,11.272,11.31,11.337,11.348,11.289,11.343,11.349,11.332,11.325,11.305,11.329,11.378,11.402,11.418,11.41,11.356,11.403,11.367,11.351,11.282,11.344,11.344
97.951,0.885764331,11.315,11.353,11.207,11.308,11.419,11.3,11.285,11.267,11.326,11.233,11.289,11.303,11.331,11.255,11.412,11.342,11.372,11.399,11.377,11.409,11.404,11.37,11.401,11.383,11.266,11.276,11.229
98.205,0.889808917,11.339,11.306,11.231,11.355,11.275,11.296,11.264,11.326,11.332,11.338,11.343,11.284,11.41,11.206,11.402,11.354,11.377,11.267,11.301,11.385,11.438,11.275,11.378,11.414,11.339,11.169,11.289
98.459,0.893853503,11.279,11.288,11.252,11.257,11.251,11.256,11.261,11.35,11.373,11.203,11.33,11.357,11.41,11.213,11.335,11.32,11.271,11.225,11.156,11.318,11.385,11.204,11.355,11.301,11.318,11.333,11.267
98.713,0.897898089,11.341,11.231,11.253,11.26,11.267,11.236,11.251,11.352,11.361,11.239,11.438,11.21,11.405,11.221,11.265,11.272,11.22,11.323,11.256,11.266,11.259,11.333,11.37,11.229,11.285,11.372,11.318
98.967,0.901942675,11.307,11.217,11.244,11.326,11.232,11.189,11.289,11.274,11.225,11.269,11.432,11.174,11.307,11.241,11.281,11.225,11.178,11.281,11.381,11.247,11.215,11.353,11.281,11.254,11.308,11.243,11.278
99.221,0.905987261,11.293,11.094,11.285,11.314,11.242,11.135,11.343,11.205,11.216,11.193,11.409,11.15,11.324,11.149,11.333,11.362,11.172,11.269,11.321,11.1,11.274,11.204,11.148,11.208,11.277,11.174,11.183
99.475,0.910031847,11.212,11.163,11.176,11.112,11.243,11.07,11.251,11.207,11.301,11.212,11.314,11.155,11.288,11.062,11.443,11.353,11.162,11.205,11.338,11.137,11.302,11.216,11.159,11.12,11.277,11.152,11.079
99.729,0.914076433,11.166,11.261,11.186,11.106,11.183,11.099,11.171,11.171,11.206,11.241,11.238,11.189,11.201,11.13,11.386,11.229,11.075,11.248,11.223,11.19,11.203,11.222,11.272,11.114,11.251,11.222,11.112
99.983,0.918121019,11.117,11.285,11.181,11.215,11.174,11.116,11.114,11.15,11.117,11.26,11.149,11.142,11.164,11.208,11.229,11.126,11.07,11.198,11.207,11.226,11.119,11.184,11.247,11.191,11.192,11.173,11.243
100.237,0.922165605,11.19,11.207,11.317,11.195,11.152,11.129,11.15,11.178,11.226,11.199,11.265,11.17,11.156,11.182,11.169,11.078,11.183,11.158,11.217,11.104,11.118,11.155,11.248,11.179,11.247,11.168,11.267
100.491,0.926210191,11.128,11.171,11.337,11.066,11.071,11.224,11.175,11.22,11.337,11.162,11.329,11.183,11.204,11.194,11.167,11.182,11.112,11.208,11.188,11.123,11.155,11.138,11.214,11.094,11.219,11.184,11.194
100.745,0.930254777,10.987,11.142,11.224,11.108,11.206,11.175,11.173,11.2,11.144,11.252,11.164,11.141,11.155,11.171,11.197,11.256,11.06,11.221,11.216,11.142,11.09,11.147,11.167,11.026,11.15,11.171,11.204
100.999,0.934299363,11.022,11.145,11.1,11.141,11.227,11.19,11.185,11.108,10.958,11.23,11.067,11.183,10.994,11.16,11.317,11.22,10.903,11.157,11.282,11.152,11.175,11.024,11.174,11.073,11.072,11.126,11.194
101.253,0.938343949,11.028,11.185,11.077,11.138,11.198,11.2,11.18,11.096,11.015,11.142,11.078,11.184,11.021,11.171,11.307,11.139,10.945,11.094,11.301,11.15,11.192,11.084,11.199,11.169,11.122,11.098,11.187
101.507,0.942388535,11.386,11.504,11.356,11.468,11.508,11.404,11.423,11.493,11.462,11.418,11.477,11.545,11.329,11.473,11.439,11.442,11.465,11.391,11.547,11.462,11.493,11.423,11.441,11.497,11.428,11.32,11.451
101.761,0.946433121,12.191,12.271,12.072,12.268,12.242,12.163,12.145,12.157,12.285,12.275,12.19,12.427,12.061,12.244,12.17,12.214,12.255,12.117,12.272,12.223,12.19,12.219,12.262,12.259,12.205,12.084,12.196
102.015,0.950477707,13.048,13.194,13.086,13.112,13.177,13.062,13.127,13.014,13.182,13.137,13.123,13.338,12.954,13.015,13.191,13.174,13.159,13.019,13.248,13.136,12.996,13.131,13.2,13.177,13.041,13.186,13.202
102.269,0.954522293,14.061,14.195,14.201,14.128,14.179,14.116,14.213,14.062,14.177,14.11,14.185,14.235,14.06,14.141,14.307,14.177,14.142,14.232,14.271,14.224,14.189,14.098,14.288,14.179,14.165,14.323,14.365
102.523,0.958566879,14.789,14.848,14.927,14.899,14.967,14.905,14.909,14.832,14.893,14.898,14.902,14.945,14.894,14.969,15.048,14.913,14.838,15.016,14.989,15.038,15.004,14.897,15.066,15.046,15.024,15.032,15.041
102.777,0.962611465,15.087,15.203,15.133,15.23,15.197,15.238,15.071,15.153,15.178,15.218,15.131,15.142,15.116,15.248,15.296,15.233,15.137,15.213,15.233,15.232,15.328,15.228,15.2,15.288,15.258,15.305,15.197
103.031,0.966656051,15.32,15.707,15.495,15.478,15.323,15.184,15.174,15.205,15.302,15.384,15.432,15.399,15.328,15.429,15.656,15.579,15.582,15.709,15.572,15.604,15.597,15.531,15.489,15.48,15.477,15.322,15.423
103.285,0.970700637,15.966,16.33,16.23,16.121,15.788,15.412,15.425,15.483,15.562,15.856,16.157,15.995,16.117,16.298,16.45,16.562,16.404,16.611,16.381,16.555,16.388,16.201,16.28,16.165,16.13,15.92,15.995
103.539,0.974745223,16.11,16.484,16.494,16.36,16.054,15.589,15.524,15.532,15.685,16.159,16.481,16.423,16.439,16.689,16.792,16.96,16.727,16.819,16.707,16.923,16.929,16.58,16.568,16.596,16.485,16.332,16.275
103.793,0.978789809,15.904,16.213,16.442,16.345,16.168,15.591,15.563,15.455,15.632,16.153,16.463,16.513,16.184,16.428,16.586,16.803,16.514,16.682,16.596,16.76,16.842,16.499,16.435,16.538,16.494,16.183,16.123
104.047,0.982834395,15.919,16.115,16.39,16.443,16.312,15.752,15.677,15.596,15.742,16.106,16.497,16.523,16.081,16.366,16.423,16.697,16.421,16.722,16.666,16.783,16.714,16.538,16.445,16.485,16.324,16.056,16.114
